Sigla Empresa;Fecha;Origen;Destino;Tipo de Equipo;Número de Vuelos;Horas Bloque;Sillas;Carga Ofrecida Kg;Pasajeros A Bordo;Distancia;Trafico;Tipo de Vuelo;Nombre Empresa;Ciudad Origen;Ciudad Destino;Pais Origen;Pais Destino;Apto_Origen;Apto_Destino;Grupo de Empresas;OW;Ruta;Millas;Año;Mes
KRE;1/10/2019;BOG;ADZ;732;1;2,5;0;15000;0;;Domestic;Regular;AEROSUCRE;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;KRE;BOG-ADZ;ADZ-BOG;749;2019;oct
KRE;1/10/2019;ADZ;BOG;B722;3;5,88;0;72000;0;;Domestic;Regular;AEROSUCRE;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;KRE;ADZ-BOG;ADZ-BOG;749;2019;oct
KRE;1/10/2019;ADZ;BOG;732;4;8,22;0;60000;0;;Domestic;Regular;AEROSUCRE;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;KRE;ADZ-BOG;ADZ-BOG;749;2019;oct
ARE;1/03/2017;ADZ;BOG;A319;69;142,87;9936;1207500;7754;1205,47;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;LAN;ADZ-BOG;ADZ-BOG;749;2017;mar
ARE;1/03/2017;ADZ;BOG;A320;41;85,13;7128;799500;5939;1205,47;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;LAN;ADZ-BOG;ADZ-BOG;749;2017;mar
ARE;1/03/2017;BOG;ADZ;A319;60;132,14;8620;1050000;6977;1205,47;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;LAN;BOG-ADZ;ADZ-BOG;749;2017;mar
ARE;1/03/2017;BOG;ADZ;A320;50;110,54;8694;975000;6988;1205,47;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;LAN;BOG-ADZ;ADZ-BOG;749;2017;mar
AVA;1/10/2019;BOG;ADZ;A321;66;2,26;12639;319670;10233;;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;AVA;BOG-ADZ;ADZ-BOG;749;2019;oct
AVA;1/10/2019;BOG;ADZ;A320;51;1,61;7650;320498;6013;;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;AVA;BOG-ADZ;ADZ-BOG;749;2019;oct
AVA;1/10/2019;BOG;ADZ;A319;4;0,14;480;11059;326;;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;AVA;BOG-ADZ;ADZ-BOG;749;2019;oct
AVA;1/10/2019;ADZ;BOG;A321;64;1,92;12304;81990;10372;;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;AVA;ADZ-BOG;ADZ-BOG;749;2019;oct
AVA;1/10/2019;ADZ;BOG;A320;52;1,58;7800;62048;6575;;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;AVA;ADZ-BOG;ADZ-BOG;749;2019;oct
AVA;1/10/2019;ADZ;BOG;A319;4;0,12;480;1134;413;;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;AVA;ADZ-BOG;ADZ-BOG;749;2019;oct
ARE;1/10/2019;BOG;ADZ;A320;83;181,82;14430;1572838;11018;;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;LAN;BOG-ADZ;ADZ-BOG;749;2019;oct
ARE;1/10/2019;BOG;ADZ;A319;46;100,9;6624;782000;5243;;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;LAN;BOG-ADZ;ADZ-BOG;749;2019;oct
ARE;1/10/2019;ADZ;BOG;A320;88;174,18;15300;1671590;12049;;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;LAN;ADZ-BOG;ADZ-BOG;749;2019;oct
ARE;1/10/2019;ADZ;BOG;A319;41;82,45;5904;697000;4953;;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;LAN;ADZ-BOG;ADZ-BOG;749;2019;oct
ARE;1/04/2017;ADZ;BOG;A319;80;166,28;11520;1400000;9124;1205,47;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;LAN;ADZ-BOG;ADZ-BOG;749;2017;abr
ARE;1/04/2017;ADZ;BOG;A320;52;107,16;8994;1014000;6198;1205,47;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;LAN;ADZ-BOG;ADZ-BOG;749;2017;abr
ARE;1/04/2017;BOG;ADZ;A319;80;176,75;11473;1400000;8269;1205,47;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;LAN;BOG-ADZ;ADZ-BOG;749;2017;abr
ARE;1/04/2017;BOG;ADZ;A320;51;111,86;8750;994500;6656;1205,47;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;LAN;BOG-ADZ;ADZ-BOG;749;2017;abr
VVC;1/09/2019;BOG;ADZ;A320;79;173,59;14828;0;13935;;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;VVC;BOG-ADZ;ADZ-BOG;749;2019;sep
VVC;1/09/2019;ADZ;BOG;A320;78;164,16;14640;0;13535;;Domestic;Regular;FAST COLOMBIA SAS;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;VVC;ADZ-BOG;ADZ-BOG;749;2019;sep
P5;1/09/2019;BOG;ADZ;B737;18;40,94;2556;106210;2127;;Domestic;Regular;AEROREPUBLICA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;P5;BOG-ADZ;ADZ-BOG;749;2019;sep
P5;1/09/2019;ADZ;BOG;B737;18;36,59;2556;98798;2207;;Domestic;Regular;AEROREPUBLICA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;P5;ADZ-BOG;ADZ-BOG;749;2019;sep
KRE;1/09/2019;BOG;ADZ;B732;1;2,13;0;15000;0;;Domestic;Regular;AEROSUCRE;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;KRE;BOG-ADZ;ADZ-BOG;749;2019;sep
KRE;1/09/2019;BOG;ADZ;B722;4;7,7;0;96000;0;;Domestic;Regular;AEROSUCRE;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;KRE;BOG-ADZ;ADZ-BOG;749;2019;sep
KRE;1/09/2019;ADZ;BOG;B732;4;8,07;0;60000;0;;Domestic;Regular;AEROSUCRE;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;KRE;ADZ-BOG;ADZ-BOG;749;2019;sep
KRE;1/09/2019;ADZ;BOG;B722;4;7,41;0;96000;0;;Domestic;Regular;AEROSUCRE;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;KRE;ADZ-BOG;ADZ-BOG;749;2019;sep
ARE;1/05/2017;ADZ;BOG;A319;67;138,95;9648;1172500;8049;1205,47;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;LAN;ADZ-BOG;ADZ-BOG;749;2017;may
ARE;1/05/2017;ADZ;BOG;A320;49;101,77;8490;955500;6231;1205,47;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;LAN;ADZ-BOG;ADZ-BOG;749;2017;may
ARE;1/05/2017;BOG;ADZ;A319;65;142,73;9360;1137500;7395;1205,47;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;LAN;BOG-ADZ;ADZ-BOG;749;2017;may
ARE;1/05/2017;BOG;ADZ;A320;49;108,17;8490;955500;6267;1205,47;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;LAN;BOG-ADZ;ADZ-BOG;749;2017;may
AVA;1/09/2019;BOG;ADZ;A321;67;141,22;12773;172644;10952;;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;AVA;BOG-ADZ;ADZ-BOG;749;2019;sep
AVA;1/09/2019;BOG;ADZ;A320;49;98,6;7356;151352;6140;;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;AVA;BOG-ADZ;ADZ-BOG;749;2019;sep
AVA;1/09/2019;ADZ;BOG;A321;68;129,45;12968;34066;11660;;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;AVA;ADZ-BOG;ADZ-BOG;749;2019;sep
AVA;1/09/2019;ADZ;BOG;A320;48;95;7206;34241;6512;;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;AVA;ADZ-BOG;ADZ-BOG;749;2019;sep
ARE;1/06/2017;ADZ;BOG;A319;65;136,18;9360;1137500;7937;1205,47;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;LAN;ADZ-BOG;ADZ-BOG;749;2017;jun
ARE;1/06/2017;ADZ;BOG;A320;56;115,88;9702;1092000;7034;1205,47;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;LAN;ADZ-BOG;ADZ-BOG;749;2017;jun
ARE;1/09/2019;BOG;ADZ;A320;71;151,36;12336;1186185;10089;;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;LAN;BOG-ADZ;ADZ-BOG;749;2019;sep
ARE;1/09/2019;BOG;ADZ;A319;52;111,86;7488;782110;6607;;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;LAN;BOG-ADZ;ADZ-BOG;749;2019;sep
ARE;1/06/2017;BOG;ADZ;A319;65;143,73;9360;1137500;8114;1205,47;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;LAN;BOG-ADZ;ADZ-BOG;749;2017;jun
ARE;1/09/2019;ADZ;BOG;A320;77;152,76;13380;1436552;11116;;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;LAN;ADZ-BOG;ADZ-BOG;749;2019;sep
ARE;1/06/2017;BOG;ADZ;A320;57;124,26;9876;1111500;8327;1205,47;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;LAN;BOG-ADZ;ADZ-BOG;749;2017;jun
ARE;1/09/2019;ADZ;BOG;A319;47;94,57;6768;779904;6164;;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;LAN;ADZ-BOG;ADZ-BOG;749;2019;sep
VVC;1/08/2019;BOG;ADZ;A320;76;163,17;14184;0;13354;;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;VVC;BOG-ADZ;ADZ-BOG;749;2019;ago
VVC;1/08/2019;ADZ;BOG;A320;79;164,51;14740;0;13796;;Domestic;Regular;FAST COLOMBIA SAS;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;VVC;ADZ-BOG;ADZ-BOG;749;2019;ago
P5;1/08/2019;BOG;ADZ;B737;22;50,31;3124;125642;2683;;Domestic;Regular;AEROREPUBLICA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;P5;BOG-ADZ;ADZ-BOG;749;2019;ago
P5;1/08/2019;ADZ;BOG;B737;22;44,38;3124;125642;2771;;Domestic;Regular;AEROREPUBLICA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;P5;ADZ-BOG;ADZ-BOG;749;2019;ago
KRE;1/08/2019;BOG;ADZ;B722;6;12,54;0;144000;0;;Domestic;Regular;AEROSUCRE;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;KRE;BOG-ADZ;ADZ-BOG;749;2019;ago
KRE;1/08/2019;ADZ;BOG;B732;1;1,92;0;15000;0;;Domestic;Regular;AEROSUCRE;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;KRE;ADZ-BOG;ADZ-BOG;749;2019;ago
KRE;1/08/2019;ADZ;BOG;B722;4;7,09;0;96000;0;;Domestic;Regular;AEROSUCRE;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;KRE;ADZ-BOG;ADZ-BOG;749;2019;ago
AVA;1/01/2017;ADZ;BOG;A319;1;1,95;120;13675;33;1205,47;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;AVA;ADZ-BOG;ADZ-BOG;749;2017;ene
AVA;1/01/2017;ADZ;BOG;A320;123;236,85;18446;743955;17318;1205,47;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;AVA;ADZ-BOG;ADZ-BOG;749;2017;ene
AVA;1/01/2017;BOG;ADZ;A319;1;1,97;120;3245;115;1205,47;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;AVA;BOG-ADZ;ADZ-BOG;749;2017;ene
AVA;1/01/2017;BOG;ADZ;A320;124;269,49;18597;457684;16216;1205,47;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;AVA;BOG-ADZ;ADZ-BOG;749;2017;ene
AVA;1/08/2019;BOG;ADZ;A321;72;149,47;13666;109488;12427;;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;AVA;BOG-ADZ;ADZ-BOG;749;2019;ago
AVA;1/08/2019;BOG;ADZ;A320;48;98,12;7199;135391;6300;;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;AVA;BOG-ADZ;ADZ-BOG;749;2019;ago
AVA;1/08/2019;BOG;ADZ;A319;2;3,97;240;5700;225;;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;AVA;BOG-ADZ;ADZ-BOG;749;2019;ago
AVA;1/08/2019;ADZ;BOG;A321;71;135,86;13467;38232;12663;;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;AVA;ADZ-BOG;ADZ-BOG;749;2019;ago
AVA;1/08/2019;ADZ;BOG;A320;49;96,04;7350;37232;6866;;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;AVA;ADZ-BOG;ADZ-BOG;749;2019;ago
AVA;1/08/2019;ADZ;BOG;A319;2;3,85;240;0;232;;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;AVA;ADZ-BOG;ADZ-BOG;749;2019;ago
ARE;1/08/2019;BOG;ADZ;A320;82;172,41;14268;1395743;11782;;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;LAN;BOG-ADZ;ADZ-BOG;749;2019;ago
ARE;1/08/2019;BOG;ADZ;A319;48;103,14;6912;701335;5889;;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;NA;NA;LAN;BOG-ADZ;ADZ-BOG;749;2019;ago
ARE;1/08/2019;ADZ;BOG;A320;85;169,53;14790;1599430;12401;;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;LAN;ADZ-BOG;ADZ-BOG;749;2019;ago
ARE;1/08/2019;ADZ;BOG;A319;46;90,41;6624;765293;5882;;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;NA;NA;LAN;ADZ-BOG;ADZ-BOG;749;2019;ago
P5;1/07/2019;BOG;ADZ;B737;22;49,85;3124;125642;2662;0;Domestic;Regular;AEROREPUBLICA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;P5;BOG-ADZ;ADZ-BOG;749;2019;jul
VVC;1/07/2019;BOG;ADZ;A320;78;174,08;14568;0;13422;0;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;VVC;BOG-ADZ;ADZ-BOG;749;2019;jul
VVC;1/07/2019;ADZ;BOG;A320;79;165,93;14756;0;13537;0;Domestic;Regular;FAST COLOMBIA SAS;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;VVC;ADZ-BOG;ADZ-BOG;749;2019;jul
P5;1/07/2019;ADZ;BOG;B737;22;44,13;3124;125642;2767;0;Domestic;Regular;AEROREPUBLICA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;P5;ADZ-BOG;ADZ-BOG;749;2019;jul
KRE;1/07/2019;BOG;ADZ;B732;1;1,92;0;15000;0;0;Domestic;Regular;AEROSUCRE;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;KRE;BOG-ADZ;ADZ-BOG;749;2019;jul
KRE;1/07/2019;BOG;ADZ;B722;6;13,12;0;144000;0;0;Domestic;Regular;AEROSUCRE;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;KRE;BOG-ADZ;ADZ-BOG;749;2019;jul
KRE;1/07/2019;ADZ;BOG;B732;1;1,83;0;15000;0;0;Domestic;Regular;AEROSUCRE;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;KRE;ADZ-BOG;ADZ-BOG;749;2019;jul
KRE;1/07/2019;ADZ;BOG;B722;5;10,16;0;120000;0;0;Domestic;Regular;AEROSUCRE;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;KRE;ADZ-BOG;ADZ-BOG;749;2019;jul
AVA;1/07/2019;BOG;ADZ;A321;66;141,01;12510;127429;11271;0;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;AVA;BOG-ADZ;ADZ-BOG;749;2019;jul
AVA;1/07/2019;BOG;ADZ;A320;57;116,1;8548;183615;7291;0;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;AVA;BOG-ADZ;ADZ-BOG;749;2019;jul
AVA;1/07/2019;BOG;ADZ;A319;1;2,1;120;2450;104;0;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;AVA;BOG-ADZ;ADZ-BOG;749;2019;jul
AVA;1/07/2019;ADZ;BOG;A321;66;126,49;12503;26202;11283;0;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;AVA;ADZ-BOG;ADZ-BOG;749;2019;jul
AVA;1/07/2019;ADZ;BOG;A320;57;110,9;8550;42396;7744;0;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;AVA;ADZ-BOG;ADZ-BOG;749;2019;jul
AVA;1/07/2019;ADZ;BOG;A319;1;2,03;120;508;112;0;Domestic;Regular;AVIANCA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;AVA;ADZ-BOG;ADZ-BOG;749;2019;jul
ARE;1/07/2019;BOG;ADZ;A320;87;183,59;15138;1466539;12058;0;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;LAN;BOG-ADZ;ADZ-BOG;749;2019;jul
ARE;1/07/2019;BOG;ADZ;A319;48;102,03;6912;678592;5456;0;Domestic;Regular;AIRES;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;LAN;BOG-ADZ;ADZ-BOG;749;2019;jul
ARE;1/07/2019;ADZ;BOG;A320;88;175,75;15312;1662256;13198;0;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;LAN;ADZ-BOG;ADZ-BOG;749;2019;jul
ARE;1/07/2019;ADZ;BOG;A319;45;90,36;6480;752978;5720;0;Domestic;Regular;AIRES;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;LAN;ADZ-BOG;ADZ-BOG;749;2019;jul
VVC;1/06/2019;BOG;ADZ;A320;69;158,14;12828;0;11937;1205,47;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;VVC;BOG-ADZ;ADZ-BOG;749;2019;jun
VVC;1/06/2019;ADZ;BOG;A320;68;140,96;12640;0;11204;1205,47;Domestic;Regular;FAST COLOMBIA SAS;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;VVC;ADZ-BOG;ADZ-BOG;749;2019;jun
P5;1/06/2019;BOG;ADZ;B737;22;52,39;3106;125642;2688;1205,47;Domestic;Regular;AEROREPUBLICA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;P5;BOG-ADZ;ADZ-BOG;749;2019;jun
P5;1/06/2019;ADZ;BOG;B737;22;44,61;3106;125642;2637;1205,47;Domestic;Regular;AEROREPUBLICA;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;P5;ADZ-BOG;ADZ-BOG;749;2019;jun
KRE;1/06/2019;BOG;ADZ;B732;1;2,33;0;15000;0;1205,47;Domestic;Regular;AEROSUCRE;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;KRE;BOG-ADZ;ADZ-BOG;749;2019;jun
KRE;1/06/2019;BOG;ADZ;B722;2;4,37;0;48000;0;1205,47;Domestic;Regular;AEROSUCRE;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;KRE;BOG-ADZ;ADZ-BOG;749;2019;jun
KRE;1/06/2019;ADZ;BOG;B732;2;3,75;0;30000;0;1205,47;Domestic;Regular;AEROSUCRE;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;KRE;ADZ-BOG;ADZ-BOG;749;2019;jun
KRE;1/06/2019;ADZ;BOG;B722;2;3,7;0;48000;0;1205,47;Domestic;Regular;AEROSUCRE;SAN ANDRES - ISLA;BOGOTA;COLOMBIA;COLOMBIA;SAN ANDRES-GUSTAVO ROJAS PINILLA;BOGOTA - ELDORADO;KRE;ADZ-BOG;ADZ-BOG;749;2019;jun
AVA;1/06/2019;BOG;ADZ;A321;72;158,93;13629;167273;12292;1205,47;Domestic;Regular;AVIANCA;BOGOTA;SAN ANDRES - ISLA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;SAN ANDRES-GUSTAVO ROJAS PINILLA;AVA;BOG-ADZ;ADZ-BOG;749;2019;jun
